id,name,status,physical_verification,source_url,evidence_file,checked_at,osm_last_edit,osm_version,survey_dates,positive_tags,review_flags,opening_hours,website,website_checked,lat,lon,tag_changes,next_action
node/6854603689,Solaria,tag_supported,not_verified,https://www.openstreetmap.org/node/6854603689,batch-2.json,2026-09-05T10:24:51.878712+00:00,2019-10-06T05:27:47Z,1,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.1951254,106.817454,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6894784585,BNI,tag_supported,not_verified,https://www.openstreetmap.org/node/6894784585,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-08-22T12:31:17Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Fr 08:00-14:00,,False,-6.1940073,106.8235872,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6894784586,FamilyMart,tag_supported,not_verified,https://www.openstreetmap.org/node/6894784586,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-08-22T12:31:30Z,3,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Sa 08:00-17:00,,False,-6.1938532,106.8235785,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6914084820,Bakmi Kohon Toboali,tag_supported,not_verified,https://www.openstreetmap.org/node/6914084820,batch-2.json,2026-09-05T10:24:51.878712+00:00,2019-10-25T00:02:15Z,1,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.1745533,106.7782479,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6923955557,Miniso,tag_supported,not_verified,https://www.openstreetmap.org/node/6923955557,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:33:03Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2666787,106.7831965,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6923955559,,tag_supported,not_verified,https://www.openstreetmap.org/node/6923955559,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:31:13Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date"", ""unnamed_object""]",,,False,-6.2658539,106.7847983,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6923955560,Century,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/6923955560,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:30:40Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2649651,106.7848554,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6923955561,Ciputra Bakery,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/6923955561,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:29:15Z,3,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2658452,106.7844323,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6924753117,Bakmie Effata,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/6924753117,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-22T07:38:40Z,6,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",Mo-Sa 06:00-16:00,,False,-6.2018156,106.7810574,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6924772807,Crossroads Cafe,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/6924772807,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-01-04T11:15:51Z,4,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2019363,106.7809093,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6927005155,Rakuni Bakery,tag_supported,not_verified,https://www.openstreetmap.org/node/6927005155,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-01-29T14:18:06Z,6,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 07:30-17:30,,False,-6.1666848,106.7854213,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6938921888,Kebab Monster,tag_supported,not_verified,https://www.openstreetmap.org/node/6938921888,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-22T07:38:40Z,6,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",24/7,https://www.kebabmonster.com/,False,-6.200914,106.7832156,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6941632279,Kiri Desu,tag_supported,not_verified,https://www.openstreetmap.org/node/6941632279,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-03-11T07:30:52Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2007771,106.783278,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6941632283,Martabak Djoeragan Mardjoe,tag_supported,not_verified,https://www.openstreetmap.org/node/6941632283,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-22T07:38:40Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]","Mo-Sa 00:00-24:00; Su 00:00-00:30,11:00-24:00",,False,-6.200778,106.7832445,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6950244735,Rice Pasta,tag_supported,not_verified,https://www.openstreetmap.org/node/6950244735,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-02-05T02:25:22Z,5,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Sa 06:30-16:30,,False,-6.2018646,106.7809348,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6954192885,"Nasi Uduk ""Emak"" Guru Mughni",tag_supported,not_verified,https://www.openstreetmap.org/node/6954192885,batch-2.json,2026-09-05T10:24:51.878712+00:00,2024-10-11T05:21:51Z,3,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Fr 11:00-00:00,,False,-6.229616,106.8219259,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6991209088,Warung Bohai,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/6991209088,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-01-04T11:15:51Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2018122,106.7811084,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6991209089,"Masakan Khas Manado ""Rasa Sayange""",tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/6991209089,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-01-04T11:15:51Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2018065,106.7811415,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/6991209091,"Bakso, Bakwan Malang & Mie Ayam Mangkok ""Mas Bagol""",tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/6991209091,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-01-17T11:46:01Z,5,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2018179,106.7810099,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7027707285,Smorre Brod,tag_supported,not_verified,https://www.openstreetmap.org/node/7027707285,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-03-17T07:20:56Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 10:00-22:00,,False,-6.2439769,106.7835058,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7027707385,Sushi Tei,tag_supported,not_verified,https://www.openstreetmap.org/node/7027707385,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-03-17T07:20:56Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 10:00-22:00,https://www.sushitei.com/,False,-6.2452249,106.7835399,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7034787029,Khao Khao Urban Thai - Neo Soho,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7034787029,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-22T07:38:40Z,4,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",Mo-Su 10:00-22:00,https://www.instagram.com/khaokhaothai/,False,-6.1749643,106.790419,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7035211509,HokBen Kiosk,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7035211509,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-11-02T04:28:08Z,4,"{""check_date"": ""2023-11-01""}","[""wheelchair=yes""]","[""lifecycle_tag_requires_review""]",,,False,-6.2019052,106.7806502,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7041219363,GBI Glow Fellowship Centre,tag_supported,not_verified,https://www.openstreetmap.org/node/7041219363,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-10-05T10:05:19Z,3,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,https://www.glowfc.com/,False,-6.1977689,106.8171591,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7055864766,Alfamart,tag_supported,not_verified,https://www.openstreetmap.org/node/7055864766,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-03-31T17:13:49Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 07:00-22:00,https://alfamart.co.id,False,-6.1937821,106.7864296,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7057450418,Ayam & Bebek Kremes Kriuuuk,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7057450418,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-22T07:38:40Z,5,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",Mo-Su 10:00-22:00,,False,-6.1972334,106.8174151,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7057450421,Century - Thamrin Residences,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7057450421,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-01-21T10:50:29Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.1971591,106.8174173,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7059982329,Warkop Matahari,tag_supported,not_verified,https://www.openstreetmap.org/node/7059982329,batch-2.json,2026-09-05T10:24:51.878712+00:00,2019-12-16T11:55:45Z,1,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.256954,106.9665451,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7060205195,,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7060205195,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-05-29T07:22:46Z,9,{},"[""wheelchair=yes""]","[""access=private"", ""no_recorded_accessibility_survey_date"", ""unnamed_object""]",,,False,-6.212559,106.8302354,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7065528785,Sushi Tei,tag_supported,not_verified,https://www.openstreetmap.org/node/7065528785,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-10-18T09:40:03Z,2,"{""check_date"": ""2023-10-18""}","[""wheelchair=yes""]",[],Mo-Su 10:00-22:00,https://www.sushitei.co.id/,False,-6.2276722,106.7976222,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7074244003,My Crepes,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7074244003,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-02-05T02:25:22Z,5,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2019074,106.7806307,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7074244004,Sticky Fingers,tag_supported,not_verified,https://www.openstreetmap.org/node/7074244004,batch-2.json,2026-09-05T10:24:51.878712+00:00,2019-12-21T07:10:24Z,1,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2019167,106.7805113,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7074244006,Omon's Corner,tag_supported,not_verified,https://www.openstreetmap.org/node/7074244006,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-02-05T02:25:22Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.201909,106.7806085,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7074244007,Good Waffle,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7074244007,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-01-04T11:15:51Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2018254,106.7809335,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7076060046,Bundaran HI ASTRA,tag_supported,not_verified,https://www.openstreetmap.org/node/7076060046,batch-2.json,2026-09-05T10:24:51.878712+00:00,2024-07-01T05:44:37Z,3,{},"[""tactile_paving=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.1936831,106.8229881,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7097153163,Kopi Uti,tag_supported,not_verified,https://www.openstreetmap.org/node/7097153163,batch-2.json,2026-09-05T10:24:51.878712+00:00,2022-05-17T17:58:44Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.1931635,106.803974,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7097153164,Kantin Karyawan RS. Pelni,tag_supported,not_verified,https://www.openstreetmap.org/node/7097153164,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-02-09T04:11:45Z,5,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.1930939,106.8039748,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7133587336,Oku Tei,tag_supported,not_verified,https://www.openstreetmap.org/node/7133587336,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-02-05T02:25:22Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2019135,106.7805623,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7178451816,Lokal,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7178451816,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:30:38Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2651006,106.7846936,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7178451817,Toys City,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7178451817,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:30:51Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2655053,106.7847584,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7178451818,Hop Hop,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7178451818,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:29:03Z,3,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",Mo-Su 10:00-22:00,,False,-6.2660907,106.7843295,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7178451820,Musholla,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7178451820,batch-2.json,2026-09-05T10:24:51.878712+00:00,2025-09-06T10:56:10Z,3,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2660642,106.7842354,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7178451821,Le Gourmet,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7178451821,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:29:15Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.265936,106.7844389,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7178451822,Amante,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7178451822,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:29:09Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.266028,106.7843603,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7185719604,Bigbab,tag_supported,not_verified,https://www.openstreetmap.org/node/7185719604,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-02-23T08:50:16Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2019112,106.7805858,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7196702711,Sports Station,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7196702711,batch-2.json,2026-09-05T10:24:51.878712+00:00,2022-12-30T11:43:04Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2208857,106.8333964,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7196702716,Fook Yew,tag_supported_needs_review,not_verified,https://www.openstreetmap.org/node/7196702716,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:25:47Z,2,{},"[""wheelchair=yes""]","[""indoor_or_level_requires_entrance_check"", ""no_recorded_accessibility_survey_date""]",,,False,-6.2452375,106.7838518,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7246570539,Hakuya,tag_supported,not_verified,https://www.openstreetmap.org/node/7246570539,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-02-27T03:56:33Z,1,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.201915,106.7805442,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7287518267,Les Privat Bahasa Jerman | Pengajar asli Jerman,tag_supported,not_verified,https://www.openstreetmap.org/node/7287518267,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-22T07:44:36Z,3,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Tu-Su 07:00-20:30,https://les-bahasa-jerman.business.site/,False,-6.1975104,106.7194328,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7333022676,Hugo Boss,tag_supported,not_verified,https://www.openstreetmap.org/node/7333022676,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:33:24Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2658214,106.7831186,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7333022677,Massimo Dutti,tag_supported,not_verified,https://www.openstreetmap.org/node/7333022677,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:33:19Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2659441,106.7831133,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7333022680,PIM 2 XXI,tag_supported,not_verified,https://www.openstreetmap.org/node/7333022680,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-17T03:44:25Z,5,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 10:00-22:00,,False,-6.2659371,106.7828665,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7333022681,Nike,tag_supported,not_verified,https://www.openstreetmap.org/node/7333022681,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:33:41Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2656348,106.7830542,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7333022682,Sour Sally,tag_supported,not_verified,https://www.openstreetmap.org/node/7333022682,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:32:14Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2673185,106.7841137,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7333022684,Nanny's Pavillon,tag_supported,not_verified,https://www.openstreetmap.org/node/7333022684,batch-2.json,2026-09-05T10:24:51.878712+00:00,2021-11-28T03:32:08Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2672545,106.7839903,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7355084686,Rumah Sakit Pondok Indah,tag_supported,not_verified,https://www.openstreetmap.org/node/7355084686,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-12-22T06:01:29Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",24/7,,False,-6.2836316,106.7816699,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7433265417,Apotek Century,tag_supported,not_verified,https://www.openstreetmap.org/node/7433265417,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-05-04T11:28:23Z,3,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,,False,-6.2230278,106.8424728,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7647951818,Mama Foods Agen Frozen Foods,tag_supported,not_verified,https://www.openstreetmap.org/node/7647951818,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-06-09T03:09:58Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 07:00-19:00,https://mamafoodss.business.site/,False,-6.2277195,107.00627,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7768925846,,tag_supported,not_verified,https://www.openstreetmap.org/node/7768925846,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-07-30T05:54:36Z,1,{},"[""tactile_paving=yes""]","[""no_recorded_accessibility_survey_date"", ""unnamed_object""]",,,False,-6.2245405,106.8269162,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7768925847,,tag_supported,not_verified,https://www.openstreetmap.org/node/7768925847,batch-2.json,2026-09-05T10:24:51.878712+00:00,2020-07-30T05:54:36Z,1,{},"[""tactile_paving=yes""]","[""no_recorded_accessibility_survey_date"", ""unnamed_object""]",,,False,-6.2243019,106.8269922,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7834955511,Gyu-Kaku,tag_supported,not_verified,https://www.openstreetmap.org/node/7834955511,batch-2.json,2026-09-05T10:24:51.878712+00:00,2025-06-22T15:32:01Z,3,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",,https://gyu-kaku.id,False,-6.2122847,106.8038939,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7892364524,FamilyMart,tag_supported,not_verified,https://www.openstreetmap.org/node/7892364524,batch-2.json,2026-09-05T10:24:51.878712+00:00,2026-05-03T20:28:12Z,4,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 08:00-21:00,,False,-6.215597,106.8176651,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/7892364527,FamilyMart,tag_supported,not_verified,https://www.openstreetmap.org/node/7892364527,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-08-22T12:33:02Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date""]",Mo-Su 05:00-23:30,,False,-6.2467693,106.7917884,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/8150405275,,tag_supported,not_verified,https://www.openstreetmap.org/node/8150405275,batch-2.json,2026-09-05T10:24:51.878712+00:00,2023-08-20T12:00:59Z,2,{},"[""tactile_paving=yes""]","[""no_recorded_accessibility_survey_date"", ""unnamed_object""]",,,False,-6.3993623,106.8096663,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/8164895275,,tag_supported,not_verified,https://www.openstreetmap.org/node/8164895275,batch-2.json,2026-09-05T10:24:51.878712+00:00,2025-10-16T07:52:11Z,4,{},"[""wheelchair=yes"", ""amenity=toilets + wheelchair=yes""]","[""no_recorded_accessibility_survey_date"", ""unnamed_object""]",24/7,,False,-6.3145381,106.701506,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
node/8303410176,,tag_supported,not_verified,https://www.openstreetmap.org/node/8303410176,batch-2.json,2026-09-05T10:24:51.878712+00:00,2025-03-26T14:13:47Z,2,{},"[""wheelchair=yes""]","[""no_recorded_accessibility_survey_date"", ""unnamed_object""]",,,False,-6.2316009,106.8414684,{},"Periksa pintu masuk, kondisi fasilitas, hambatan, jam akses dan foto bertanggal di lapangan."
